Message,Label,Score
ac a c a dc ca caeb eed cb mi,LABEL_0,0.995418906211853
greetings from doubletree by hilton johor ms brenda thank you for choosing to stay with us and for being a valued hilton honors member to make your check in process as smooth and efficient as possible we kindly ask for the following details your estimated time of arrival the names of all guests staying in the room photo id required at check in any room preferences such as proximity to the lift or a request for the same floor subject to availability a deposit of rm per room per night either by cash or credit card to cover incidental expenses smoking or vaping is strictly prohibited in the room a cleaning fee of rm per room will apply if this policy is violated we re excited to welcome you and ensure your stay is as comfortable as possible we look forward to seeing you soon emmylia careline trainee,LABEL_1,0.9441434741020203
ussd,LABEL_0,0.9986409544944763
ac d aab e f df b eb d ee d e 用于激活小米服务,LABEL_0,0.9925974607467651
hi suamiku i d like to add you as an emergency contact in my life app please tap to confirm url thanks,LABEL_0,0.9568672180175781
ussd,LABEL_0,0.9986409544944763
imsi,LABEL_0,0.9981454610824585
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
cukuplah abg menyayangi syg dan mencinati syg allah saja yg tahu abg bersedih dua tiga hari ini,LABEL_0,0.9987329840660095
kenape tak boleh,LABEL_0,0.9990842342376709
leong chun tong phone serena hybrid silver bpn,LABEL_1,0.7133195400238037
kenape tak boleh,LABEL_0,0.9990842342376709
ussd,LABEL_0,0.9986409544944763
leong chun tong phone serena hybrid silver bpn,LABEL_1,0.7133195400238037
spe punye line yg teruk ni,LABEL_0,0.9988658428192139
ussd,LABEL_0,0.9986409544944763
imsi,LABEL_0,0.9981454610824585
your credit has been added by phone total added rm your new balance rm,LABEL_1,0.5805940628051758
ussd,LABEL_0,0.9986409544944763
imei bd ec a b c f b ed e e c e b bbdc a d d e b fa da a e be b c f be b fe cc b ce,LABEL_0,0.9958772659301758
ussd,LABEL_0,0.9986409544944763
tdi am pi tulis,LABEL_0,0.9990862607955933
ussd,LABEL_0,0.9986409544944763
,LABEL_0,0.996321439743042
ussd,LABEL_0,0.9986409544944763
iyeelaaa,LABEL_0,0.9989519119262695
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ac a c a dc ca caeb eed cb mi,LABEL_0,0.995418906211853
ussd,LABEL_0,0.9986409544944763
did u think ill okay after all the things we ve been through all the moments we had share,LABEL_0,0.9992103576660156
ussd,LABEL_0,0.9986409544944763
nya mdh nk pegi tdik lmk dh sik mkn maggi eh hahaha gago oh ngn peminat mun dh minat eh sik kira gemok ka kurus ris,LABEL_0,0.9987926483154297
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
am phkl blk a level ivf medical preparation room high temparature alarm,LABEL_0,0.8041029572486877
ussd,LABEL_0,0.9986409544944763
system armed,LABEL_0,0.9975659847259521
tolong la cita ngn ina baik satu persatu,LABEL_0,0.998176097869873
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
mega kis percuma rm id jackpot speed bayar c py link ini ke w bsite tgram cari mi syok,LABEL_0,0.9970163106918335
url,LABEL_0,0.9988653659820557
cla im free percuma di hhgg whats app screnshot send whats app nd,LABEL_0,0.9991499185562134
ussd,LABEL_0,0.9986409544944763
you have missed call j k fr rm r d pa j n n w dapatkan rm j k jb mx to opt out reply stop f blxu,LABEL_0,0.8817130923271179
ussd,LABEL_0,0.9986409544944763
sms from rey agent h h g g n w bon s sl t giff voucher whatsapp o whatsapp o,LABEL_0,0.9986598491668701
h g i m j kami kasi fr expired bila senang boleh cari kami bt gaming new game wsp,LABEL_0,0.998688280582428
mari bersembang di whatsapp ia cepat mudah dan selamat untuk membuat panggilan dan menghantar mesej secara percuma dapatkannya di url,LABEL_0,0.9981903433799744
ussd,LABEL_0,0.9986409544944763
bilik server ctm msn temperature standard normal deg c alarm,LABEL_1,0.9812186360359192
ac d aab e f df b eb d ee d e 用于激活小米服务,LABEL_0,0.9925974607467651
ငါဘက်ကတ် ပို့လိုက်မယ့်,LABEL_0,0.9971590042114258
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
klau apapa jdi syg mai lh tengok² ibu skali skala bgtau dia biy mntak ampun sbb dah bnyk dosa dgn dia kiqim salam dkt ayah apa semua mintk halaikn mkn minum biy slma ni assalamualaikum teqima kasih semua biy mntk maaf sbb susahkn syg selama ni,LABEL_0,0.9982067346572876
c f b a c dog,LABEL_0,0.9963053464889526
kau msh suka aliya x,LABEL_0,0.9990469813346863
ok,LABEL_0,0.9989491105079651
saya cancel trip doakan urusan pulang duit allah mudahkan,LABEL_0,0.9982576966285706
ussd,LABEL_0,0.9986409544944763
you have missed call j k fr rm r d pa j n n w dapatkan rm j k jb mx want out reply stop z qun,LABEL_0,0.9935408234596252
sqvds westports my navios bahamas scn vu eta pl in mm crn c c c,LABEL_0,0.9988282322883606
imei e b efbcd e b dfb bc b bbb b c ddfd d f d c e d e c d a e dbf aa d ed b bfa b,LABEL_0,0.9106149077415466
hhgg hi hari ini ada rebate untuk try sila wsp g,LABEL_0,0.9990096092224121
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
am phkl blk a level ivf medical preparation room high temparature alarm,LABEL_0,0.8041029572486877
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
imsi,LABEL_0,0.9981454610824585
leong chun tong phone serena hybrid silver bpn,LABEL_1,0.7133195400238037
mama mari mtb mama sekarang kelur mari mama,LABEL_0,0.9975370168685913
ac bf b e c e fde fb eecb a d cd mi,LABEL_0,0.9694846868515015
ussd,LABEL_0,0.9986409544944763
i don t know how to call u,LABEL_0,0.9992715716362
yixin cakap baju puteh jagan kerne warne ya awak sehelai sehelai cuci kan tq,LABEL_0,0.9983479976654053
ussd,LABEL_0,0.9986409544944763
dalarm pj tmn sri putra fasa tp,LABEL_0,0.9981427192687988
esc mahmud noraidabinti guest room escortx assist open safebox guest mins,LABEL_0,0.5332115888595581
imsi,LABEL_0,0.9981454610824585
oyk jela,LABEL_0,0.9990009665489197
your credit has been added by phone total added rm your new balance rm,LABEL_1,0.5805940628051758
ussd,LABEL_0,0.9986409544944763
halo,LABEL_0,0.998531699180603
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ရလား,LABEL_0,0.9979516863822937
failka,LABEL_0,0.9983691573143005
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
af bdog,LABEL_0,0.9988479614257812
ussd,LABEL_0,0.9986409544944763
ac e e ad cc b c dfdcc eedfac da f this sms is used to activate your mi service,LABEL_1,0.8626942038536072
mok kul ni saya mau claim tele,LABEL_0,0.9990518689155579
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
tengok tu,LABEL_0,0.9986213445663452
tempat aw un hujan la plak,LABEL_0,0.9989328980445862
ydzwbxnbob,LABEL_0,0.9975734353065491
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
fake,LABEL_0,0.9979189038276672
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
the answer selected is b xqjfjhk,LABEL_0,0.9675009846687317
ussd,LABEL_0,0.9986409544944763
bosku x lina mari try ong hot voucher angpao lucky draw id whatsapp,LABEL_0,0.9989737272262573
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
am phkl blk a level ivf medical preparation room high temparature alarm,LABEL_0,0.8041029572486877
walton olvio l,LABEL_0,0.9986383318901062
ussd,LABEL_0,0.9986409544944763
oh g ada masalah,LABEL_0,0.9991580247879028
ussd,LABEL_0,0.9986409544944763
sms from mercy agent bbgg n w bon s sl t giff voucher whatsapp o whatsapp o,LABEL_0,0.9987912774085999
ussd,LABEL_0,0.9986409544944763
modem is in good condition,LABEL_0,0.9973835349082947
ussd,LABEL_0,0.9986409544944763
goodnight alem yayangg sayangg cinta hati saya nii mimpi saya okie hehe,LABEL_0,0.9989547729492188
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
အမေနဲ့လည်း စကားပြောနေတာ လို့ပြောမလို့ရှိသေးတယ်,LABEL_0,0.9962848424911499
ac d aab e f df b eb d ee d e 用于激活小米服务,LABEL_0,0.9925974607467651
ussd,LABEL_0,0.9986409544944763
x tau wey,LABEL_0,0.9990873336791992
let s chat on whatsapp it s a fast simple and secure app we can use to message and call each other for free get it at url,LABEL_0,0.9644541144371033
jmn no data alarm url,LABEL_0,0.9981503486633301
ussd,LABEL_0,0.9986409544944763
kau block ja ak d smua tempat,LABEL_0,0.9990642666816711
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
the answer selected is b xqjfjhk,LABEL_0,0.9675009846687317
ussd,LABEL_0,0.9986409544944763
imsi,LABEL_0,0.9981454610824585
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
test,LABEL_0,0.9975420236587524
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
smd ph conductivity density density massflow massflow totalizer totalizer,LABEL_0,0.604854166507721
i know you need your time and emotion collected dolok please take it for awhile,LABEL_0,0.9991379976272583
imei e b efbcd e b dfb bc b bbb b c ddfd d f d c e d e c d a e dbf aa d ed b bfa b,LABEL_0,0.9106149077415466
you have missed call j k fr rm r d pa j n n w dapatkan rm j k jb mx to opt out reply stop rojgsywe,LABEL_0,0.9819262623786926
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
leong chun tong phone serena hybrid silver bpn,LABEL_1,0.7133195400238037
sayang,LABEL_0,0.9984769225120544
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
let s have a call on whatsapp it lets us make secure video and audio calls to any device url,LABEL_0,0.9975495934486389
sms from mercy agent bbgg n w bon s sl t giff voucher whatsapp o whatsapp o,LABEL_0,0.9987912774085999
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
xda pe along buat pechek follow,LABEL_0,0.9989500641822815
ussd,LABEL_0,0.9986409544944763
imsi,LABEL_0,0.9981454610824585
ussd,LABEL_0,0.9986409544944763
t ksh belanja abg roti masin ping pong,LABEL_0,0.9990397095680237
bilik server ctm msn temperature standard normal deg c alarm,LABEL_1,0.9812186360359192
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
you have missed call j k fr rm r d pa j n n w dapatkan rm j k jb mx stop sms reply stop sbaxey,LABEL_1,0.9529209733009338
modem is in good condition,LABEL_0,0.9973835349082947
mqqap westports my navios bahamas scn vu eta pl in mm crn c c c,LABEL_0,0.9985027313232422
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
�scc air sat�scc at b rh hihi� am�true� f assem,LABEL_0,0.9989808201789856
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
imsi,LABEL_0,0.9981454610824585
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
am phkl blk a level ivf medical preparation room high temparature alarm,LABEL_0,0.8041029572486877
imsi,LABEL_0,0.9981454610824585
ussd,LABEL_0,0.9986409544944763
sorry,LABEL_0,0.9988044500350952
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
modem is in good condition,LABEL_0,0.9973835349082947
your credit has been added by phone total added rm your new balance rm,LABEL_1,0.5805940628051758
piggu i miss you,LABEL_0,0.9991605281829834
kenape tak boleh,LABEL_0,0.9990842342376709
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
imsi,LABEL_0,0.9981454610824585
ussd,LABEL_0,0.9986409544944763
e t wlcm u cel p u my q p vvvv on,LABEL_0,0.9990070462226868
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
thermoguard aof mail fridge ecofrij c pharmacy block b l alarm on fail cause error connecting to e g timeout,LABEL_1,0.9847809076309204
waa laikummussalam saya tengah minum air ni pak abu,LABEL_0,0.9987999200820923
ussd,LABEL_0,0.9986409544944763
imei e b efbcd e b dfb bc b bbb b c ddfd d f d c e d e c d a e dbf aa d ed b bfa b,LABEL_0,0.9106149077415466
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
hai,LABEL_0,0.9988870024681091
mantap sent with echo,LABEL_0,0.9988018274307251
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
allahh cane boleh masuk air,LABEL_0,0.9990803003311157
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
dalarm hl kajang sental mp internal low,LABEL_0,0.9983009696006775
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
end ac no connection,LABEL_0,0.9974185228347778
imei e b efbcd e b dfb bc b bbb b c ddfd d f d c e d e c d a e dbf aa d ed b bfa b,LABEL_0,0.9106149077415466
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
imsi,LABEL_0,0.9981454610824585
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
欢迎来到mbs 立即访问mbs my dot com 探索精彩优惠和最火热的游戏,LABEL_0,0.6406024694442749
imsi,LABEL_0,0.9981454610824585
ussd,LABEL_0,0.9986409544944763
sybau,LABEL_0,0.9980979561805725
ussd,LABEL_0,0.9986409544944763
call sy balik sekrang urgent kang lambat sy keje dalam kedai ni lame dahm sy nk g atm jauh kang sekali jalan g keje sy kuar n bank in rehat,LABEL_0,0.9979521632194519
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ac d aab e f df b eb d ee d e 用于激活小米服务,LABEL_0,0.9925974607467651
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
power total amps,LABEL_0,0.9066550135612488
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
hhgg fre p int w lcome bonus unlimited exp wsp wsp,LABEL_0,0.6354122161865234
ussd,LABEL_0,0.9986409544944763
maknanya mase abi nk beli tu dh sold out ke,LABEL_0,0.998917818069458
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
imei e b efbcd e b dfb bc b bbb b c ddfd d f d c e d e c d a e dbf aa d ed b bfa b,LABEL_0,0.9106149077415466
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
takpaa sayanggg sorry jugak sebab bby asyik buat sayang terasa,LABEL_0,0.997627317905426
gapo sbnarnye syg nie tolonglah jngn buat pelek gini,LABEL_0,0.9987356066703796
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
kenapa jd sms biasa eh,LABEL_0,0.9984392523765564
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
,LABEL_0,0.996321439743042
ussd,LABEL_0,0.9986409544944763
ya pana,LABEL_0,0.9990033507347107
ussd,LABEL_0,0.9986409544944763
imsi,LABEL_0,0.9981454610824585
dalarm bk tgki pondok tanjung v low,LABEL_0,0.996453046798706
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
mega giveaway tanpa deposit free kredit khas utk member terpilih sahaja pm amoi kami rebut skrg sebelum terlepas whatsapp,LABEL_0,0.9948950409889221
ussd,LABEL_0,0.9986409544944763
thermoguard aof mail fridge ecofrij c pharmacy block b l alarm on fail cause error connecting to e g timeout,LABEL_1,0.9847809076309204
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
leong chun tong phone serena hybrid silver bpn,LABEL_1,0.7133195400238037
thank you maksu,LABEL_0,0.9988093376159668
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
you have missed call j k fr rm r d pa j n n w dapatkan rm j k jb mx stop sms reply stop kew m kz,LABEL_1,0.7703515887260437
kenapa ndak angkat call,LABEL_0,0.9981098175048828
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ynk ane maaf q ndk wah nlpn knce sei slain cd beni q mate ane,LABEL_0,0.9988435506820679
ussd,LABEL_0,0.9986409544944763
imsi,LABEL_0,0.9981454610824585
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
am phkl blk a level ivf recovery area high temperature alarm,LABEL_0,0.5180324912071228
ussd,LABEL_0,0.9986409544944763
call ina balik,LABEL_0,0.998646080493927
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ya,LABEL_0,0.99899822473526
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
tkde hospot ke ma,LABEL_0,0.999045193195343
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
okay,LABEL_0,0.9989277720451355
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
nk call call jelah,LABEL_0,0.9977462887763977
boh esok aku tengah hari check out pah aku drop biskut rumoh mu ko,LABEL_0,0.9989232420921326
ussd,LABEL_0,0.9986409544944763
သန်ခေါင် အဖိုးကြီး,LABEL_0,0.9971590042114258
ussd,LABEL_0,0.9986409544944763
你觉得我看不起你,LABEL_0,0.9854745864868164
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
,LABEL_0,0.996321439743042
ussd,LABEL_0,0.9986409544944763
nok nanti dari simpang kita naik bas kew ada yang hantar,LABEL_0,0.9978123903274536
براحتك,LABEL_0,0.9895421266555786
kenapa pulak dia suruh update tekan je update tu nanti baru boleh bukak wasap tu i dah xcde credit nk balas tau,LABEL_0,0.9978079199790955
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
hahahha,LABEL_0,0.9989120960235596
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
imei e b efbcd e b dfb bc b bbb b c ddfd d f d c e d e c d a e dbf aa d ed b bfa b,LABEL_0,0.9106149077415466
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ac dada b da f d eee e a mi,LABEL_0,0.9990764856338501
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
nothing speaks louder than revenge,LABEL_0,0.9969526529312134
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
imsi,LABEL_0,0.9981454610824585
thermoguard aof mail fridge ecofrij c pharmacy block b l alarm on fail cause error connecting to e g timeout,LABEL_1,0.9847809076309204
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
,LABEL_0,0.996321439743042
ac dada b da f d eee e a mi,LABEL_0,0.9990764856338501
ussd,LABEL_0,0.9986409544944763
ac b ba f fd c f b eec ec e this sms is used to activate your mi service,LABEL_1,0.9490694999694824
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
imsi,LABEL_0,0.9981454610824585
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
yikbr westports my navios bahamas scn vu eta pl in mm crn c c c,LABEL_0,0.9989827275276184
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
�scc air sat�scc at b rh hihi� am�true� f assem,LABEL_0,0.9989808201789856
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
am phkl blk a level ivf recovery area high temperature alarm,LABEL_0,0.5180324912071228
ac d aab e f df b eb d ee d e 用于激活小米服务,LABEL_0,0.9925974607467651
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
ussd,LABEL_0,0.9986409544944763
walton primo gh,LABEL_0,0.9989136457443237
mama mari mtb mama sekarang kelur mari mama,LABEL_0,0.9975370168685913
ussd,LABEL_0,0.9986409544944763
e f d baeedog,LABEL_0,0.9989662170410156
thermoguard aof mail fridge ecofrij c pharmacy block b l alarm on fail cause error connecting to e g timeout,LABEL_1,0.9847809076309204
ussd,LABEL_0,0.9986409544944763
smd volflow volflow temperature temperature pressure pressure,LABEL_0,0.9688954949378967
