Message,Label,Score
1#502161047244173#+601153752031,LABEL_1,0.994530975818634
0#502162064122981#+601158600701,LABEL_1,0.9950878024101257
ac/a1953238869c7a84dc1ca7855688caeb:684eed8098539cb5/6:mi,LABEL_1,0.9955706000328064
1#502161047244173#60143683576,LABEL_1,0.9938867688179016
did u think ill okay after all the things we've been through? all the moments we had share?,LABEL_0,0.9991586208343506
1#502161047244173#+601158600701,LABEL_1,0.9949958324432373
nya mdh nk pegi tdik. lmk dh sik mkn maggi eh. hahaha gago oh ngn peminat. mun dh minat eh sik kira gemok ka kurus ris,LABEL_0,0.9989719390869141
1#502161047244173#01115290117,LABEL_1,0.994236171245575
0#502162064122981#+601153752031,LABEL_1,0.9946075677871704
6/16/2025  12:00:01 am  phkl blk a level 3 ivf medical preparation room high temparature alarm.,LABEL_1,0.9925795197486877
0#502162064122981#169450213,LABEL_1,0.994640588760376
<0991184> system armed,LABEL_1,0.9958932399749756
tolong la cita ngn ina baik2 satu persatu...,LABEL_0,0.9990022778511047
1#502161047244173#01156540760,LABEL_1,0.9942368268966675
1#502161047244173#169450213,LABEL_1,0.994621753692627
mega/918kis percuma rm30 !  id jackpot +92% speed bayar !  c0py link ini ke w3bsite : 149.28.148.69 tgram cari : @mi88syok,LABEL_1,0.9974762797355652
https://whatsapp.com/dl/code=dwmg3r17uz?mode=tac,LABEL_1,0.9948951601982117
cla4im free percuma di hhgg whats4app 0 1 1 2 3 5 1 7 5 3 9  (screnshot send whats4app) >2nd<,LABEL_1,0.9919514656066895
1#502161047244173#+601116533452,LABEL_1,0.9943451881408691
"you have 2 missed call(2)  j..k8  fr66 rm.10 r3d pa0  j01n n0w!dapatkan rm  10 j8k.jb5.mx  to opt out, reply stop. f3blxu;",LABEL_1,0.995223343372345
0#502162064122981#01115290117,LABEL_1,0.994282603263855
sms from rey agent h-h-g-g- 727  n3w bon0s sl0t  --giff voucher--   whatsapp = o 1 4 3 6 9 7 0 1 2 whatsapp = o 1 4 6 0 5 1 2 4 9,LABEL_1,0.9948509335517883
h g 7 2 7 i'm   j  kami kasi fr+++8 expired 30-06-2025  bila senang boleh cari kami bt gaming   new game  wsp 6 0 1 4 3 6 9 7 0 1 2 6 0 1 4 6 0 5 1 2 4 9,LABEL_1,0.8586820960044861
"mari bersembang di whatsapp! ia cepat, mudah dan selamat untuk membuat panggilan dan menghantar mesej secara percuma. dapatkannya di https://whatsapp.com/dl/",LABEL_0,0.9655299186706543
1#502161047244173#167056784,LABEL_1,0.9937980771064758
2025/06/14 05:47:45>(bilik server ctm msn) temperature standard->normal 25.90deg'c (alarm),LABEL_1,0.9959673881530762
ac/d92aab90e044f4df5b4eb1788791d184:684ee2d5621e2398/8:用于激活小米服务,LABEL_1,0.9960334897041321
ငါဘက်ကတ် ပို့လိုက်မယ့်,LABEL_0,0.9971590042114258
1#502161047244173#60163471557,LABEL_1,0.9938361048698425
1#502161047244173#+60107754923,LABEL_1,0.9943220615386963
1#502161047244173#60143683576,LABEL_1,0.9938867688179016
1#502161047244173#+601158600701,LABEL_1,0.9949958324432373
"klau apapa jdi syg mai lh tengok² ibu skali skala,bgtau dia biy mntak ampun sbb dah bnyk dosa dgn dia,kiqim salam dkt ayah apa semua ,mintk halaikn mkn minum biy slma ni . ""assalamualaikum  teqima kasih semua,biy mntk maaf sbb susahkn syg selama ni",LABEL_0,0.9985153079032898
01c5f5b63a8635c7dog_,LABEL_1,0.9792888760566711
kau msh suka aliya x,LABEL_0,0.9990469813346863
ok,LABEL_0,0.9989491105079651
saya cancel trip. doakan urusan2 pulang duit allah mudahkan.,LABEL_0,0.9987493753433228
1#502161047244173#+601153752031,LABEL_1,0.994530975818634
you have 2 missed call(2)  j..k8  fr66 rm.10 r3d pa0  j01n n0w!dapatkan rm  10 j8k.jb5.mx  want out? reply stop. z13qun;,LABEL_1,0.9957674741744995
"(sqvds) westports my: navios bahamas scn  : 255vu2 eta  : 14/06 0100 pl in: 16/06 0130 mm   : 3681 - 3940 crn  : c24,c25,c27",LABEL_1,0.9964314699172974
imei2 68e1b994efbcd70e968b7754dfb01418bc9999b2933bbb4b76c09ddfd746d558f330d65c8986e7d8939e2c0d8a829e44dbf6003aa2046d0ed36b667bfa46b252,LABEL_0,0.9959611296653748
"hhgg ~ 07  hi , hari ini ada rebate untuk try , sila wsp : 01 46 07 0145  g5196",LABEL_1,0.94862300157547
1#502161047244173#01115290117,LABEL_1,0.994236171245575
1#502161047244173#169450213,LABEL_1,0.994621753692627
6/16/2025  12:00:01 am  phkl blk a level 3 ivf medical preparation room high temparature alarm.,LABEL_1,0.9925795197486877
0#502162064122981#+601116533452,LABEL_1,0.9943925738334656
1#502161047244173#01156540760,LABEL_1,0.9942368268966675
1#502161047244173#167056784,LABEL_1,0.9937980771064758
0#502162064122981#01156540760,LABEL_1,0.9942185878753662
imsi=502162063160678&uid=8ac15e9f3033530016beaa3525f0ba2c&t=2&tl=m4zde,LABEL_1,0.9961000680923462
leong chun tong 0123003831 serena hybrid silver bpn 3882,LABEL_1,0.9958835244178772
mama mari mtb mama sekarang kelur mari mama,LABEL_0,0.9975370168685913
ac/133bf23b83e60365c7346e16fde2fb86:684eecb6a40d4cd4/8:mi,LABEL_1,0.9957277774810791
1#502161047244173#+601116533452,LABEL_1,0.9943451881408691
i don't know how to call u,LABEL_0,0.999263346195221
yixin cakap baju puteh jagan kerne warne ya  awak sehelai sehelai cuci kan  tq,LABEL_0,0.9983479976654053
1#502161047244173#+60107754923,LABEL_1,0.9943220615386963
"dalarm=160625,00:00:00,pj.903 tmn sri putra fasa 1 tp,: 5.49",LABEL_1,0.9911475777626038
esc1 #62018# 1502 / mahmud noraidabinti / guest room escortx1 - assist open safebox (guest) / 10mins,LABEL_1,0.9968852400779724
imsi=502163978102837&uid=3ed913d7b6278a9a2907b1dc98930e07&t=2&tl=191vtf,LABEL_1,0.9960193037986755
oyk jela,LABEL_0,0.9990009665489197
your credit has been added by 0177173373. total added:rm 500. your new balance:rm545.1778,LABEL_1,0.9961093068122864
1#502161047244173#60163471557,LABEL_1,0.9938361048698425
halo,LABEL_0,0.998531699180603
0#502162064122981#60163471557,LABEL_1,0.9938145875930786
0#502162064799515#+601158600701,LABEL_1,0.9949030876159668
ရလား,LABEL_0,0.9979516863822937
failka,LABEL_0,0.9983691573143005
0#502162064122981#167056784,LABEL_1,0.9938603639602661
0#502162064799515#60143683576,LABEL_1,0.9932437539100647
8af157507091948bdog_,LABEL_1,0.9947615265846252
0#502162064122981#+60107754923,LABEL_1,0.9943142533302307
ac/15e46e0182ad32839cc427b7c2dfdcc4:684eedfac5da511f/8:this sms is used to activate your mi service,LABEL_1,0.9970294237136841
mok kul 12 ni saya mau claim tele,LABEL_0,0.9990400671958923
0#502162064799515#01115290117,LABEL_1,0.9939998388290405
0#502162064122981#01115290117,LABEL_1,0.994282603263855
0#502162064799515#169450213,LABEL_1,0.9941766262054443
0#502162064122981#60143683576,LABEL_1,0.9937419295310974
0#502162064122981#+601153752031,LABEL_1,0.9946075677871704
tengok tu,LABEL_0,0.9986213445663452
tempat aw un hujan la plak,LABEL_0,0.9989328980445862
241972 ydzwbxnbob,LABEL_1,0.8602182865142822
0#502162064799515#+601153752031,LABEL_1,0.9943166375160217
0#502162064122981#+601158600701,LABEL_1,0.9950878024101257
0#502162064122981#169450213,LABEL_1,0.994640588760376
fake,LABEL_0,0.9979189038276672
0#502162064122981#+601116533452,LABEL_1,0.9943925738334656
0#502162063252384#60143683576,LABEL_1,0.9935669302940369
the answer selected is b xqjfjhk,LABEL_0,0.9675009846687317
0#502161055076275#+601158600701,LABEL_1,0.995205283164978
bosku8 x lina  #mari try ong #hot voucher  #angpao  #lucky draw  #id : 104652042  whatsapp 016_859_9183,LABEL_1,0.9967216849327087
0#502162063252384#+601158600701,LABEL_1,0.9950810670852661
0#502161055076275#+601153752031,LABEL_1,0.994782030582428
6/16/2025  12:00:01 am  phkl blk a level 3 ivf medical preparation room high temparature alarm.,LABEL_1,0.9925795197486877
walton 357715821933753 olvio l30,LABEL_1,0.990010678768158
0#502161055076275#60143683576,LABEL_1,0.9940060377120972
oh g7 ada masalah,LABEL_0,0.9990705847740173
0#502162064799515#+601116533452,LABEL_1,0.9941174983978271
sms from mercy agent bbgg006  n3w bon0s sl0t  --giff voucher--   whatsapp = o 1 1 7 2 2 9 7 8 0 6 whatsapp = o 1 1 7 2 2 9 3 4 3 0,LABEL_1,0.9960500597953796
0#502162064122981#01156540760,LABEL_1,0.9942185878753662
modem is in good condition,LABEL_0,0.9973835349082947
0#502162063252384#+601153752031,LABEL_1,0.9944635033607483
"goodnight alem yayangg, sayangg cinta hati saya nii, mimpi saya okie hehe",LABEL_0,0.9990063309669495
0#502161055076275#01115290117,LABEL_1,0.9944955706596375
0#502162063252384#01115290117,LABEL_1,0.9942633509635925
အမေနဲ့လည်း စကားပြောနေတာ လို့ပြောမလို့ရှိသေးတယ် ,LABEL_0,0.9962848424911499
ac/d92aab90e044f4df5b4eb1788791d184:684ee2d5621e2398/8:用于激活小米服务,LABEL_1,0.9960334897041321
0#502162064799515#60163471557,LABEL_1,0.9932591915130615
x tau wey,LABEL_0,0.9990873336791992
"let's chat on whatsapp! it's a fast, simple, and secure app we can use to message and call each other for free. get it at https://whatsapp.com/dl/code=yfwziwbej7?mode=c",LABEL_1,0.9956591129302979
"jmn 6111  no data alarm:  http://maps.google.com/?q=1.472106,103.652875",LABEL_1,0.9963733553886414
0#502161055076275#169450213,LABEL_1,0.9948038458824158
kau block ja ak d smua tempat,LABEL_0,0.9990642666816711
0#502162064122981#167056784,LABEL_1,0.9938603639602661
0#502162064799515#01156540760,LABEL_1,0.9937127232551575
the answer selected is b xqjfjhk,LABEL_0,0.9675009846687317
0#502162064799515#167056784,LABEL_1,0.9932469129562378
imsi=502163978102837&uid=3ed913d7b6278a9a2907b1dc98930e07&t=2&tl=191vtf,LABEL_1,0.9960193037986755
0#502162063252384#169450213,LABEL_1,0.9946165680885315
0#502162064122981#60163471557,LABEL_1,0.9938145875930786
0#502162064799515#+60107754923,LABEL_1,0.9940676689147949
0#502161055076275#01156540760,LABEL_1,0.9943346977233887
0#502162063252384#01156540760,LABEL_1,0.99402916431427
0#502162064122981#+601153752031,LABEL_1,0.9946075677871704
0#502162064122981#01115290117,LABEL_1,0.994282603263855
0#502162065760451#+601158600701,LABEL_1,0.9950609803199768
test,LABEL_0,0.9975420236587524
0#502162064122981#+601158600701,LABEL_1,0.9950878024101257
0#502162063252384#167056784,LABEL_1,0.9936688542366028
0#502162064122981#+60107754923,LABEL_1,0.9943142533302307
0#502162063252384#+601116533452,LABEL_1,0.9943045973777771
0#502161055076275#+601116533452,LABEL_1,0.9946093559265137
0#502162064122981#60143683576,LABEL_1,0.9937419295310974
smd1 ph 9.32  conductivity 2.34  density1 2.74  density2 0.00  massflow1 17.04  massflow2 1.00  totalizer1 377293.00  totalizer2 0.00,LABEL_1,0.993887722492218
i know you need your time and emotion collected dolok. please take it for awhile,LABEL_0,0.9991474151611328
imei2 68e1b994efbcd70e968b7754dfb01418bc9999b2933bbb4b76c09ddfd746d558f330d65c8986e7d8939e2c0d8a829e44dbf6003aa2046d0ed36b667bfa46b252,LABEL_0,0.9959611296653748
"you have 2 missed call(2)  j..k8  fr66 rm.10 r3d pa0  j01n n0w!dapatkan rm  10 j8k.jb5.mx  to opt out, reply stop. rojgsywe;",LABEL_1,0.991762638092041
0#502162065760451#60143683576,LABEL_1,0.9937704205513
0#502161055076275#167056784,LABEL_1,0.99403315782547
leong chun tong 0123003831 serena hybrid silver bpn 3882,LABEL_1,0.9958835244178772
sayang?,LABEL_0,0.9986447691917419
0#502161055076275#+60107754923,LABEL_1,0.9945547580718994
0#502162064122981#+601116533452,LABEL_1,0.9943925738334656
0#502161055076275#60143683576,LABEL_1,0.9940060377120972
0#502162064122981#01156540760,LABEL_1,0.9942185878753662
0#502161055076275#+601158600701,LABEL_1,0.995205283164978
0#502162064122981#169450213,LABEL_1,0.994640588760376
0#502162065760451#+601153752031,LABEL_1,0.9945610165596008
0#502161045492564#60143683576,LABEL_1,0.9936437606811523
0#502161055076275#60163471557,LABEL_1,0.9940053820610046
0#502162065760451#01115290117,LABEL_1,0.994314968585968
let's have a call on whatsapp! it lets us make secure video and audio calls to any device. https://whatsapp.com/dl/code=fyuyqxi2ay?mode=c,LABEL_1,0.9954674243927002
sms from mercy agent bbgg006  n3w bon0s sl0t  --giff voucher--   whatsapp = o 1 1 7 2 2 9 7 8 0 6 whatsapp = o 1 1 7 2 2 9 3 4 3 0,LABEL_1,0.9960500597953796
0#502162065760451#169450213,LABEL_1,0.9947329759597778
0#502161045492564#+601158600701,LABEL_1,0.9950593709945679
0#502162063252384#60143683576,LABEL_1,0.9935669302940369
xda.pe. along buat..pechek follow.,LABEL_0,0.9992430210113525
0#502162063252384#60163471557,LABEL_1,0.9936840534210205
imsi=502162059187623&uid=41293f677d10b4023c2fc3a36359ca8e&t=2&tl=o9g,LABEL_1,0.996167004108429
0#502162063252384#+60107754923,LABEL_1,0.9941461086273193
t.ksh belanja abg roti masin ping pong..,LABEL_0,0.999158501625061
2025/06/14 05:47:45>(bilik server ctm msn) temperature standard->normal 25.90deg'c (alarm),LABEL_1,0.9959673881530762
0#502161055076275#+601153752031,LABEL_1,0.994782030582428
0#502162064122981#60163471557,LABEL_1,0.9938145875930786
you have 2 missed call(2)  j..k8  fr66 rm.10 r3d pa0  j01n n0w!dapatkan rm  10 j8k.jb5.mx  stop sms? reply stop. 8sbaxey;,LABEL_1,0.9968236684799194
modem is in good condition,LABEL_0,0.9973835349082947
"(mqqap) westports my: navios bahamas scn  : 255vu2 eta  : 14/06 0100 pl in: 16/06 0130 mm   : 3681 - 3940 crn  : c24,c25,c27",LABEL_1,0.9963215589523315
0#502161055076275#01115290117,LABEL_1,0.9944955706596375
0#502162063252384#+601158600701,LABEL_1,0.9950810670852661
0#502161055076275#169450213,LABEL_1,0.9948038458824158
243�scc_air_sat�scc_at_12012_18b_rh.hihi�6/15/2025 10:45:25.220 am�true�3f assem,LABEL_1,0.9956703186035156
0#502162064122981#+60107754923,LABEL_1,0.9943142533302307
0#502161045492564#+601153752031,LABEL_1,0.9945917725563049
0#502162063252384#01115290117,LABEL_1,0.9942633509635925
0#502162064122981#60143683576,LABEL_1,0.9937419295310974
0#502162064122981#167056784,LABEL_1,0.9938603639602661
imsi=502163978102837&uid=3ed913d7b6278a9a2907b1dc98930e07&t=2&tl=191vtf,LABEL_1,0.9960193037986755
0#502162061255201#60143683576,LABEL_1,0.9939039349555969
0#502162063252384#+601153752031,LABEL_1,0.9944635033607483
0#502162065760451#+601116533452,LABEL_1,0.994385838508606
6/16/2025  12:00:01 am  phkl blk a level 3 ivf medical preparation room high temparature alarm.,LABEL_1,0.9925795197486877
imsi=502168998933168&uid=c46610f89b4b58f3082e83b1c30877b8&t=2&tl=1e0wrf,LABEL_1,0.9951144456863403
0#502162065760451#01156540760,LABEL_1,0.994318425655365
sorry,LABEL_0,0.9988044500350952
0#502161055076275#+601116533452,LABEL_1,0.9946093559265137
0#502162061255201#+601158600701,LABEL_1,0.9951454997062683
0#502162064122981#+601158600701,LABEL_1,0.9950878024101257
0#502161055076275#01156540760,LABEL_1,0.9943346977233887
0#502161055076275#167056784,LABEL_1,0.99403315782547
modem is in good condition,LABEL_0,0.9973835349082947
your credit has been added by 0177173373. total added:rm 500. your new balance:rm545.1778,LABEL_1,0.9961093068122864
"piggu, i miss you",LABEL_0,0.9992237091064453
kenape tak boleh,LABEL_0,0.9990842342376709
0#502162065760451#+60107754923,LABEL_1,0.9943702816963196
0#502161055076275#+60107754923,LABEL_1,0.9945547580718994
0#502162065760451#167056784,LABEL_1,0.9938732385635376
0#502162064122981#+601153752031,LABEL_1,0.9946075677871704
imsi=502168998933168&uid=c46610f89b4b58f3082e83b1c30877b8&t=2&tl=1e0wrf,LABEL_1,0.9951144456863403
0#502162063252384#01156540760,LABEL_1,0.99402916431427
"e t: wlcm u,  cel-p u=my86779q561 p=vvvv3604  on:16/06 00:00:19",LABEL_1,0.9963499307632446
0#502162061255201#+601153752031,LABEL_1,0.9946017265319824
0#502162063252384#167056784,LABEL_1,0.9936688542366028
thermoguard aof mail fridge ecofrij c pharmacy  block b l1 alarm on fail cause: error connecting to 133.133.28.159 (e.g. timeout) (#-10061),LABEL_1,0.9962828755378723
"waa'laikummussalam. saya tengah minum air ni, pak abu",LABEL_0,0.9990440011024475
0#502162063252384#+601116533452,LABEL_1,0.9943045973777771
imei2 68e1b994efbcd70e968b7754dfb01418bc9999b2933bbb4b76c09ddfd746d558f330d65c8986e7d8939e2c0d8a829e44dbf6003aa2046d0ed36b667bfa46b252,LABEL_0,0.9959611296653748
0#502161045492564#01115290117,LABEL_1,0.9943371415138245
0#502162064122981#01115290117,LABEL_1,0.994282603263855
0#502162065760451#60163471557,LABEL_1,0.9939262270927429
0#502161055076275#60163471557,LABEL_1,0.9940053820610046
0#502162064122981#169450213,LABEL_1,0.994640588760376
0#502161045492564#169450213,LABEL_1,0.9947592616081238
0#502162065760451#60143683576,LABEL_1,0.9937704205513
0#502161055076275#60143683576,LABEL_1,0.9940060377120972
hai,LABEL_0,0.9988870024681091
mantap (sent with echo),LABEL_0,0.9985735416412354
0#502161055076275#+601158600701,LABEL_1,0.995205283164978
0#502162065760451#+601158600701,LABEL_1,0.9950609803199768
"allahh , cane boleh masuk air",LABEL_0,0.9991488456726074
0#502161055076275#+601153752031,LABEL_1,0.994782030582428
0#502162064122981#+601116533452,LABEL_1,0.9943925738334656
0#502161055076275#01115290117,LABEL_1,0.9944955706596375
0#502162063252384#60143683576,LABEL_1,0.9935669302940369
0#502162065760451#01115290117,LABEL_1,0.994314968585968
"dalarm=160625,00:00:01,hl.911 kajang sental(mp),internal low: 5.42",LABEL_1,0.9917556047439575
0#502162063252384#60163471557,LABEL_1,0.9936840534210205
0#502162063252384#+60107754923,LABEL_1,0.9941461086273193
end - 06/15 22:50 ac2:no connection,LABEL_1,0.9913630485534668
imei2 68e1b994efbcd70e968b7754dfb01418bc9999b2933bbb4b76c09ddfd746d558f330d65c8986e7d8939e2c0d8a829e44dbf6003aa2046d0ed36b667bfa46b252,LABEL_0,0.9959611296653748
0#502161045598741#+601153752031,LABEL_1,0.9943386912345886
0#502161048481940#60143683576,LABEL_1,0.9936555624008179
imsi=502163978102837&uid=3ed913d7b6278a9a2907b1dc98930e07&t=2&tl=191vtf,LABEL_1,0.9960193037986755
0#502162065760451#+601153752031,LABEL_1,0.9945610165596008
0#502162064122981#01156540760,LABEL_1,0.9942185878753662
0#502161045492564#+601116533452,LABEL_1,0.994331955909729
"欢迎来到mbs66:立即访问mbs66my{dot}com,探索精彩优惠和最火热的游戏!",LABEL_1,0.7562845945358276
imsi=502162065772125&uid=b3e0cb968ae41f532ec170276b1d7364&t=2&tl=1ljavf,LABEL_1,0.9956282377243042
